RowNo,Month,DayofMonth,DayOfWeek,DepTime,ShDepTime,ArrTime,ShArrTime,UniqueCarrierCode,FlightNum,TailNum,ActualElapsedTime,ShElapsedTime,AirTime,ArrDelay,DepDelay,OriginCode,DestCode,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
17554,1,2,3,626,630,727,727,NW,1714,N761NC,61,57,31,,-4,GRR,DTW,120,18,12,0,,0,,,,,
17555,4,16,3,841,845,1001,959,XE,2031,N14916,80,74,31,2,-4,EWR,ALB,143,3,46,0,,0,,,,,
17556,8,5,2,1228,1228,1233,1245,FL,526,N942AT,65,77,49,-12,0,ATL,MEM,332,2,14,0,,0,,,,,
17557,4,4,5,1310,1305,1341,1328,OH,5488,N781CA,91,83,69,13,5,CVG,BHM,396,4,18,0,,0,,,,,
17558,2,22,5,1625,1631,1716,1720,MQ,3092,N323AE,51,49,32,-4,-6,SAN,LAX,109,6,13,0,,0,,,,,
17559,4,11,5,1150,1150,1433,1406,OH,5082,N798CA,163,136,136,27,0,SRQ,CVG,812,4,23,0,,0,0,0,27,0,0
17560,10,1,3,1318,1310,2115,2103,US,972,N102UW,297,293,284,12,8,PDX,CLT,2282,3,10,0,,0,,,,,
17561,11,16,7,918,920,1019,1020,WN,690,N915WN,61,60,45,-1,-2,DAL,SAT,248,3,13,0,,0,,,,,
17562,1,5,6,1601,1552,1717,1721,FL,159,N933AT,76,89,62,-4,9,TPA,ATL,406,8,6,0,,0,,,,,
17563,10,4,6,828,825,839,845,WN,1828,N363SW,71,80,59,-6,3,ELP,PHX,347,4,8,0,,0,,,,,
17564,8,20,3,955,955,1109,1120,WN,1622,N610WN,74,85,58,-11,0,SMF,LAX,373,6,10,0,,0,,,,,
17565,9,5,5,1315,1322,1604,1610,YV,7274,N75994,109,108,82,-6,-7,BNA,IAD,542,15,12,0,,0,,,,,
17566,3,19,3,747,620,859,757,CO,1471,N76354,72,97,58,62,87,TUL,IAH,429,4,10,0,,0,62,0,0,0,0
17567,5,31,6,645,646,957,1009,OO,5842,N730SK,132,143,116,-12,-1,COS,ORD,911,5,11,0,,0,,,,,
17568,8,8,5,855,900,1058,1120,XE,2641,N11109,183,200,151,-22,-5,EWR,MCI,1092,4,28,0,,0,,,,,
17569,1,11,5,1625,1625,1718,1715,WN,391,N462WN,113,110,92,3,0,ELP,LAS,584,6,15,0,,0,,,,,
17570,1,30,3,1134,1140,1220,1220,AQ,217,N828AL,46,40,35,0,-6,KOA,HNL,163,3,8,0,,0,,,,,
17571,4,6,7,1114,1115,1536,1550,WN,1159,N797MX,142,155,125,-14,-1,PHX,MCI,1044,4,13,0,,0,,,,,
17572,2,18,1,2213,2140,2355,2324,AA,2059,N469AA,162,164,146,31,33,DFW,SLC,988,5,11,0,,0,0,0,0,0,31
17573,5,1,4,1756,1804,2021,2018,UA,783,N841UA,265,254,236,3,-8,IAD,ABQ,1628,4,25,0,,0,,,,,
17574,7,24,4,2303,2225,628,603,US,1538,N165US,265,278,251,25,38,PHX,PHL,2075,3,11,0,,0,8,0,0,0,17
17575,2,12,2,1111,1115,1203,1215,WN,3661,N687SW,52,60,41,-12,-4,RNO,SJC,188,4,7,0,,0,,,,,
17576,8,9,6,1428,1430,1437,1445,MQ,4113,N662EH,69,75,55,-8,-2,CMH,ORD,296,7,7,0,,0,,,,,
17577,3,21,5,1653,1659,1808,1826,OO,3897,N441SW,75,87,65,-18,-6,GTF,SLC,463,5,5,0,,0,,,,,
17578,9,29,1,1323,1330,1411,1400,HA,344,N485HA,48,30,26,11,-7,LIH,HNL,102,12,10,0,,0,,,,,
17579,3,8,6,938,856,1106,1021,OO,5532,N295UX,88,85,69,45,42,LAX,MRY,267,3,16,0,,0,0,0,0,0,45
17580,8,14,4,1014,1014,1140,1145,OH,5281,N969CA,86,91,64,-5,0,BTV,JFK,267,10,12,0,,0,,,,,
17581,1,6,7,901,900,1143,1120,NW,121,N532US,222,200,199,23,1,MSP,PHX,1276,3,20,0,,0,0,0,23,0,0
17582,4,9,3,1331,1330,1513,1459,US,1783,N953UW,102,89,72,14,1,BOS,PHL,280,7,23,0,,0,,,,,
17583,6,19,4,1219,1133,1339,1258,NW,1271,N329NW,140,145,121,41,46,MSP,BZN,874,7,12,0,,0,41,0,0,0,0
17584,10,22,3,,1120,,1215,YV,7151,N448YV,,55,,,,ASE,DEN,125,,,1,B,0,,,,,
17585,11,8,6,1810,1742,1830,1815,OO,6198,N939SW,80,93,63,15,28,SDF,ORD,286,7,10,0,,0,0,0,15,0,0
17586,5,20,2,1503,1445,1808,1740,AA,117,N324AA,365,355,325,28,18,JFK,LAX,2475,7,33,0,,0,0,18,10,0,0
17587,7,29,2,2007,2005,2103,2105,WN,807,N252WN,56,60,45,-2,2,SJC,BUR,296,2,9,0,,0,,,,,
17588,3,10,1,1318,1322,1818,1811,OO,5996,N758SK,180,169,151,7,-4,LAX,SAT,1210,7,22,0,,0,,,,,
17589,6,17,2,1306,1305,1544,1556,UA,614,N827UA,98,111,76,-12,1,ORD,DCA,612,3,19,0,,0,,,,,
17590,1,16,3,1807,1805,2038,2058,US,1625,N169UW,331,353,302,-20,2,CLT,SEA,2279,10,19,0,,0,,,,,
17591,6,6,5,2145,2035,6,2300,WN,2719,N351SW,81,85,68,66,70,BNA,JAX,484,4,9,0,,0,0,0,0,0,66
17592,9,5,5,910,915,941,955,MQ,3973,N685AE,31,40,17,-14,-5,ORD,MKE,67,4,10,0,,0,,,,,
17593,10,8,3,1255,1300,1425,1416,US,2129,N767UW,90,76,71,9,-5,BOS,LGA,185,4,15,0,,0,,,,,
17594,5,25,7,1613,1620,1727,1741,US,596,N621AW,74,81,56,-14,-7,LAX,PHX,370,5,13,0,,0,,,,,
17595,5,23,5,1313,1314,1555,1600,F9,856,N801FR,102,106,84,-5,-1,PHX,DEN,602,6,12,0,,0,,,,,
17596,8,4,1,2046,2045,2215,2218,DL,1599,N386DA,89,93,63,-3,1,CVG,ATL,373,14,12,0,,0,,,,,
17597,9,21,7,1733,1737,2218,2229,CO,761,N19621,225,232,197,-11,-4,SAT,EWR,1569,9,19,0,,0,,,,,
17598,8,29,5,831,830,1025,1035,US,1831,N454UW,114,125,101,-10,1,BDL,CLT,644,3,10,0,,0,,,,,
17599,5,27,2,853,900,1019,1032,FL,133,N168AT,86,92,65,-13,-7,TPA,ATL,406,12,9,0,,0,,,,,
17600,9,3,3,1049,1100,1851,1852,UA,924,N468UA,302,292,270,-1,-11,LAX,IAD,2288,11,21,0,,0,,,,,
17601,9,19,5,1258,1215,2037,2010,AA,1520,N5BTAA,279,295,262,27,43,LAX,MIA,2342,4,13,0,,0,19,0,0,0,8
17602,8,9,6,1432,1435,1637,1645,WN,995,N501SW,125,130,110,-8,-3,CMH,MCO,802,8,7,0,,0,,,,,
17603,2,10,7,1200,1200,1303,1310,CO,522,N34282,63,70,50,-7,0,MSY,IAH,305,7,6,0,,0,,,,,
17604,8,5,2,730,730,921,856,OH,5151,N954CA,111,86,62,25,0,CVG,RDU,390,6,43,0,,0,0,0,25,0,0
17605,10,28,2,1216,1219,1424,1446,UA,355,N819UA,248,267,233,-22,-3,ORD,SEA,1721,6,9,0,,0,,,,,
17606,11,3,1,1020,1025,1149,1215,AA,1449,N508AA,149,170,133,-26,-5,TPA,DFW,929,7,9,0,,0,,,,,
17607,1,17,4,1902,1912,2135,2154,YV,2885,N928LR,93,102,81,-19,-10,RNO,PHX,601,8,4,0,,0,,,,,
17608,6,16,1,2145,2150,2320,2329,NW,597,N517US,215,219,192,-9,-5,MSP,PDX,1426,3,20,0,,0,,,,,
17609,11,15,6,1226,1230,1400,1359,XE,2542,N11121,94,89,71,1,-4,CLE,MHT,544,15,8,0,,0,,,,,
17610,11,7,5,1856,1730,2001,1840,US,108,N632AW,65,70,43,81,86,LAS,LAX,236,7,15,0,,0,0,0,0,0,81
17611,6,27,5,902,905,1641,1639,US,567,N677AW,279,274,246,2,-3,PHX,MCO,1848,7,26,0,,0,,,,,
17612,12,15,1,1105,1110,1357,1359,FL,883,N938AT,172,169,151,-2,-5,RSW,FNT,1138,12,9,0,,0,,,,,
17613,1,23,3,553,600,912,855,B6,371,N558JB,199,175,157,17,-7,LGA,FLL,1076,4,38,0,,0,0,0,17,0,0
17614,1,9,3,1458,1455,1722,1728,DL,676,N983DL,144,153,124,-6,3,ATL,BOS,946,5,15,0,,0,,,,,
17615,6,21,6,656,655,856,853,CO,1535,N12221,300,298,279,3,1,EWR,PHX,2133,8,13,0,,0,,,,,
17616,9,1,1,1052,1057,1335,1342,FL,481,N176AT,163,165,149,-7,-5,MCO,SJU,1189,5,9,0,,0,,,,,
17617,11,25,2,1127,1135,1312,1330,MQ,4512,N689MQ,105,115,86,-18,-8,ORD,TUL,585,3,16,0,,0,,,,,
17618,12,19,5,,1330,,1540,OO,2812,N472CA,,70,,,,MKE,CMH,331,,,1,B,0,,,,,
17619,3,16,7,831,830,1207,1215,WN,3952,N200WN,156,165,146,-8,1,MDW,RSW,1105,3,7,0,,0,,,,,
17620,4,3,4,1201,1110,1357,1320,WN,767,N318SW,116,130,104,37,51,PHX,OAK,646,6,6,0,,0,0,0,0,0,37
17621,4,7,1,1132,1105,1302,1250,EV,4914,N686BR,90,105,72,12,27,ATL,CAK,528,3,15,0,,0,,,,,
17622,7,10,4,1401,1405,1457,1505,WN,2375,N920WN,56,60,46,-8,-4,SJC,BUR,296,2,8,0,,0,,,,,
17623,9,9,2,947,951,1106,1113,OO,5561,N566SW,79,82,61,-7,-4,SFO,SBA,262,3,15,0,,0,,,,,
17624,12,29,1,2223,2145,2329,2252,NW,547,N529US,126,127,107,37,38,MSP,DEN,680,7,12,0,,0,37,0,0,0,0
17625,11,1,6,751,755,1022,1014,EV,5282,N844AS,91,79,61,8,-4,JAN,ATL,341,23,7,0,,0,,,,,
17626,11,7,5,1101,1110,1206,1210,OO,4797,N406SW,125,120,94,-4,-9,SLC,SBA,615,4,27,0,,0,,,,,
17627,1,20,7,825,830,1106,1115,WN,2031,N661SW,161,165,144,-9,-5,PHL,MCO,861,9,8,0,,0,,,,,
17628,8,25,1,1204,1207,1743,1803,UA,750,N416UA,219,236,199,-20,-3,DEN,EWR,1605,6,14,0,,0,,,,,
17629,5,31,6,2019,2020,2122,2125,FL,538,N328AT,243,245,223,-3,-1,ATL,PHX,1587,5,15,0,,0,,,,,
17630,10,19,7,2117,2123,2232,2248,OO,3642,N863AS,75,85,57,-16,-6,SLC,HLN,402,4,14,0,,0,,,,,
17631,7,28,1,1607,1610,1844,1848,XE,7765,N12569,157,158,128,-4,-3,LAX,SEA,954,9,20,0,,0,,,,,
17632,1,6,7,1451,1500,1622,1638,US,2039,N705UW,91,98,69,-16,-9,BOS,DCA,399,5,17,0,,0,,,,,
17633,2,23,6,1100,1113,1216,1237,NW,494,N8928E,76,84,64,-21,-13,MOT,MSP,449,5,7,0,,0,,,,,
17634,4,20,7,953,950,1102,1100,WN,2538,N431WN,69,70,53,2,3,PHX,SAN,304,3,13,0,,0,,,,,
17635,3,17,1,1613,1605,2108,2029,AA,742,N3ALAA,235,204,208,39,8,DFW,LGA,1389,8,19,0,,0,0,0,39,0,0
17636,8,14,4,1301,1300,1335,1335,WN,3311,N630WN,154,155,141,0,1,HOU,PHX,1020,5,8,0,,0,,,,,
17637,1,1,2,2013,1950,2305,2231,US,1947,N454UW,172,161,150,34,23,DCA,FLL,899,5,17,0,,0,23,0,11,0,0
17638,1,16,3,1611,1620,1743,1810,MQ,4274,N811AE,152,170,134,-27,-9,BDL,ORD,783,6,12,0,,0,,,,,
17639,5,13,2,615,620,817,807,OH,5121,N692CA,122,107,95,10,-5,PHL,CVG,507,12,15,0,,0,,,,,
17640,5,20,2,2019,2020,2125,2135,WN,3489,N733SA,66,75,56,-10,-1,SAN,TUS,367,2,8,0,,0,,,,,
17641,2,19,2,1142,1145,1338,1402,EV,4799,N738EV,116,137,97,-24,-3,EWR,CVG,569,6,13,0,,0,,,,,
17642,9,9,2,659,700,847,850,WN,83,N689SW,48,50,31,-3,-1,MDW,IND,162,6,11,0,,0,,,,,
17643,2,18,1,1332,1130,1558,1410,WN,2821,N347SW,86,100,73,108,122,MSY,MCO,550,7,6,0,,0,5,0,0,0,103
17644,4,22,2,1152,1151,1435,1441,US,488,N306AW,103,110,84,-6,1,PHX,DEN,602,6,13,0,,0,,,,,
17645,3,30,7,829,800,1219,1140,UA,1008,N377UA,170,160,127,39,29,SEA,DEN,1024,28,15,0,,0,29,0,10,0,0
17646,8,22,5,625,630,817,822,XE,3057,N11539,112,112,87,-5,-5,CLT,EWR,529,13,12,0,,0,,,,,
17647,3,10,1,2100,2105,2312,2345,9E,4757,80359E,72,100,58,-33,-5,MSP,AZO,426,3,11,0,,0,,,,,
17648,3,14,5,1535,1530,1712,1715,WN,3225,N631SW,97,105,87,-3,5,STL,DAL,546,2,8,0,,0,,,,,
17649,4,17,4,2239,2100,127,2323,CO,667,N37413,228,203,210,124,99,SEA,ANC,1449,6,12,0,,0,0,0,25,0,99
17650,5,28,3,1959,1935,2156,2151,NW,445,N372NW,117,136,99,5,24,MEM,MSP,700,6,12,0,,0,,,,,
17651,10,25,6,1158,1200,1430,1435,AA,775,N5EPAA,152,155,134,-5,-2,MIA,STT,1107,4,14,0,,0,,,,,
17652,4,12,6,1442,1430,1702,1700,WN,735,N457WN,140,150,120,2,12,MCO,IND,828,8,12,0,,0,,,,,
17653,11,3,1,1619,1615,1810,1835,WN,2564,N291WN,291,320,271,-25,4,BUF,LAS,1987,6,14,0,,0,,,,,
17654,5,24,6,1116,1125,1131,1145,MQ,4287,N610AE,75,80,53,-14,-9,SDF,ORD,286,14,8,0,,0,,,,,
17655,7,27,7,2122,2020,2241,2147,DL,980,N934DL,79,87,60,54,62,MCO,ATL,403,8,11,0,,0,0,0,0,0,54
17656,8,2,6,2259,2225,14,2345,UA,816,N912UA,75,80,51,29,34,LAX,SFO,337,5,19,0,,0,29,0,0,0,0
17657,9,13,6,,1230,,1503,CO,657,,,213,,,,PHL,IAH,1324,,,1,B,0,,,,,
17658,6,20,5,1652,1625,2048,1956,CO,41,N87512,416,391,345,52,27,EWR,SFO,2565,6,65,0,,0,27,0,25,0,0
17659,2,27,3,910,920,1014,1052,YV,7399,N512MJ,64,92,47,-38,-10,CLT,IAD,321,5,12,0,,0,,,,,
17660,2,17,7,1302,1050,1423,1157,OO,6069,N948SW,141,127,95,146,132,SLC,SFO,599,5,41,0,,0,0,0,146,0,0
17661,9,19,5,955,955,1221,1240,WN,1090,N779SW,86,105,74,-19,0,LAS,ELP,584,3,9,0,,0,,,,,
17662,5,6,2,1809,1820,1929,1944,XE,7788,N14177,80,84,57,-15,-11,PHX,LAX,370,11,12,0,,0,,,,,
17663,7,9,3,1304,1305,1644,1650,9E,4711,86749E,160,165,128,-6,-1,MSP,RIC,970,11,21,0,,0,,,,,
17664,6,2,1,1529,1355,1742,1615,AA,2352,N536AA,133,140,107,87,94,DFW,ORD,802,9,17,0,,0,87,0,0,0,0
17665,7,31,4,757,800,857,907,FL,930,N126AT,60,67,46,-10,-3,ATL,JAX,270,4,10,0,,0,,,,,
17666,3,4,2,1922,1652,2145,1908,FL,577,N927AT,143,136,93,157,150,ATL,EWR,745,23,27,0,,0,0,0,7,0,150
17667,6,26,4,1623,1630,1850,1800,XE,2978,N16954,147,90,74,50,-7,CLE,CLT,430,33,40,0,,0,0,0,50,0,0
17668,10,10,5,1711,1712,1914,1919,UA,1623,N485UA,243,247,231,-5,-1,MSY,LAX,1671,5,7,0,,0,,,,,
17669,5,12,1,1230,1235,1318,1325,MQ,4298,N667GB,48,50,25,-7,-5,ORD,PIA,130,4,19,0,,0,,,,,
17670,10,9,4,2104,2110,2236,2250,AA,2059,N557AA,152,160,137,-14,-6,DFW,SLC,988,5,10,0,,0,,,,,
17671,6,29,7,1808,1810,2142,2117,US,1069,N450UW,214,187,146,25,-2,PHL,RSW,992,7,61,0,,0,0,0,25,0,0
17672,1,1,2,745,745,943,955,WN,1144,N234WN,238,250,217,-12,0,IND,PHX,1489,3,18,0,,0,,,,,
17673,4,2,3,1400,1405,1717,1635,AA,1345,N568AA,317,270,266,42,-5,ORD,LAX,1745,17,34,0,,0,0,0,42,0,0
17674,8,12,2,612,615,936,934,F9,537,N932FR,144,139,121,2,-3,DEN,MDW,895,8,15,0,,0,,,,,
17675,11,24,1,1720,1727,1755,1800,9E,2270,87479E,95,93,83,-5,-7,GSP,MEM,441,5,7,0,,0,,,,,
17676,6,14,6,1608,1605,1852,1900,WN,1736,N400WN,164,175,151,-8,3,ISP,FLL,1093,3,10,0,,0,,,,,
17677,7,17,4,1807,1817,1852,1914,YV,7276,N77195,45,57,28,-22,-10,MSN,ORD,109,7,10,0,,0,,,,,
17678,7,13,7,543,530,618,614,OO,5512,N290SW,35,44,18,4,13,OXR,LAX,49,6,11,0,,0,,,,,
17679,8,18,1,1949,1955,2145,2155,MQ,4096,N632AE,56,60,45,-10,-6,MKE,MQT,236,4,7,0,,0,,,,,
17680,1,22,2,1415,1322,1443,1400,OO,6541,N945SW,88,98,77,43,53,BIS,DEN,517,6,5,0,,0,43,0,0,0,0
17681,3,26,3,827,835,1019,1025,NW,623,N363NW,172,170,147,-6,-8,IAD,MSP,908,7,18,0,,0,,,,,
17682,2,17,7,,2000,,2113,EV,4359,N854AS,,133,,,,ATL,MSN,707,,,1,B,0,,,,,
17683,9,9,2,1156,1200,1413,1426,NW,1244,N783NC,77,86,50,-13,-4,ORD,DTW,235,13,14,0,,0,,,,,
17684,12,5,5,2008,2000,2245,2246,AS,111,N597AS,217,226,195,-1,8,SEA,ANC,1449,4,18,0,,0,,,,,
17685,1,25,5,1114,1100,1314,1300,WN,342,N523SW,120,120,108,14,14,BHM,DAL,587,4,8,0,,0,,,,,
17686,4,4,5,1629,1630,1727,1742,US,1409,N439US,118,132,100,-15,-1,CLT,MSY,651,6,12,0,,0,,,,,
17687,9,4,4,1311,1315,2153,2201,DL,616,N3754A,342,346,315,-8,-4,SFO,JFK,2586,12,15,0,,0,,,,,
17688,8,11,1,1116,1120,1330,1335,WN,703,N686SW,134,135,115,-5,-4,TPA,BWI,842,11,8,0,,0,,,,,
17689,2,13,3,609,600,911,855,OO,6472,N707SK,122,115,86,16,9,LAX,ABQ,677,8,28,0,,0,16,0,0,0,0
17690,9,11,4,1837,1844,1930,1935,YV,7341,N508MJ,113,111,98,-5,-7,ROC,ORD,528,6,9,0,,0,,,,,
17691,10,7,2,1800,1806,2048,2055,OO,6446,N715SK,108,109,87,-7,-6,ORD,ABE,654,5,16,0,,0,,,,,
17692,7,24,4,1425,1426,1534,1534,NW,113,N357NB,189,188,169,0,-1,MSP,PHX,1276,5,15,0,,0,,,,,
17693,9,17,3,843,845,1024,1040,MQ,3459,N647AE,101,115,84,-16,-2,DFW,VPS,626,5,12,0,,0,,,,,
17694,9,27,6,1148,1150,1830,1830,WN,677,N913WN,222,220,192,0,-2,LAS,IND,1591,5,25,0,,0,,,,,
17695,2,6,3,1219,1225,1444,1505,AA,630,N400AA,145,160,123,-21,-6,MCO,JFK,944,7,15,0,,0,,,,,
17696,7,5,6,1229,1220,1334,1330,WN,3040,N779SW,65,70,54,4,9,ONT,PHX,325,5,6,0,,0,,,,,
17697,10,23,4,726,725,825,825,MQ,4640,N720MQ,59,60,44,0,1,DCA,RDU,227,3,12,0,,0,,,,,
17698,6,15,7,2015,1940,2331,2250,MQ,4418,N809AE,136,130,108,41,35,ORD,HPN,738,4,24,0,,0,0,0,41,0,0
17699,7,10,4,904,915,1558,1625,NW,770,N364NB,234,250,214,-27,-11,LAX,IND,1814,10,10,0,,0,,,,,
17700,2,13,3,1550,1525,1650,1639,US,1120,N733UW,60,74,43,11,25,DCA,BUF,296,6,11,0,,0,,,,,
17701,6,17,2,807,815,1000,1003,EV,4762,N924EV,113,108,84,-3,-8,PHF,ATL,508,14,15,0,,0,,,,,
17702,10,21,2,1526,1525,1609,1602,HA,183,N483HA,43,37,21,7,1,HNL,LIH,102,5,17,0,,0,,,,,
17703,12,10,3,2316,2140,124,2356,DL,248,N1610D,128,136,93,88,96,ATL,JFK,760,8,27,0,,0,88,0,0,0,0
17704,6,30,1,1328,1330,1417,1430,WN,26,N307SW,49,60,40,-13,-2,HOU,DAL,239,3,6,0,,0,,,,,
17705,8,13,3,1425,1429,1551,1558,OO,5887,N417SW,146,149,121,-7,-4,HPN,ORD,738,7,18,0,,0,,,,,
17706,12,28,7,1629,1630,1741,1745,DL,1361,N902DE,72,75,48,-4,-1,LGA,DCA,214,6,18,0,,0,,,,,
17707,10,1,3,1232,1240,1528,1531,NW,217,N587NW,356,351,325,-3,-8,PDX,HNL,2603,6,25,0,,0,,,,,
17708,7,9,3,1736,1740,1818,1823,HA,248,N478HA,42,43,29,-5,-4,HNL,KOA,163,5,8,0,,0,,,,,
17709,7,5,6,559,600,849,854,DL,1120,N904DA,110,114,89,-5,-1,LAX,SLC,590,4,17,0,,0,,,,,
17710,10,8,3,650,650,829,830,WN,1288,N424WN,99,100,88,-1,0,DAL,BHM,587,3,8,0,,0,,,,,
17711,8,23,6,1208,1214,1507,1459,CO,1493,N17329,179,165,139,8,-6,MCO,EWR,938,10,30,0,,0,,,,,
17712,4,27,7,1948,1950,2147,2145,9E,5746,84129E,119,115,91,2,-2,MEM,AUS,559,5,23,0,,0,,,,,
17713,10,15,3,2014,2009,2134,2124,US,188,N648AW,80,75,45,10,5,PHX,SAN,304,3,32,0,,0,,,,,
17714,12,6,6,811,820,849,857,HA,509,N481HA,38,37,20,-8,-9,HNL,LIH,102,6,12,0,,0,,,,,
17715,4,2,3,1707,1711,1813,1810,9E,3768,80059E,66,59,37,3,-4,DTW,CAK,133,9,20,0,,0,,,,,
17716,7,12,6,745,745,913,905,MQ,3877,N626AE,88,80,61,8,0,DFW,JAN,408,4,23,0,,0,,,,,
17717,5,30,5,1654,1702,1949,1954,FL,375,N993AT,175,172,158,-5,-8,RSW,HPN,1102,9,8,0,,0,,,,,
17718,8,13,3,2130,2135,1,2354,B6,491,N636JB,271,259,237,7,-5,BOS,DEN,1754,4,30,0,,0,,,,,
17719,1,1,2,1850,1850,10,33,UA,430,N417UA,200,223,182,-23,0,DEN,EWR,1605,5,13,0,,0,,,,,
17720,11,24,1,818,820,1553,1552,NW,340,N370NW,275,272,251,1,-2,SFO,DTW,2079,13,11,0,,0,,,,,
17721,4,9,3,1200,1200,1334,1325,XE,2555,N12934,94,85,73,9,0,GPT,IAH,376,7,14,0,,0,,,,,
17722,7,5,6,1407,1405,1736,1737,CO,1548,N77258,149,152,128,-1,2,IAH,FLL,965,4,17,0,,0,,,,,
17723,12,30,2,1947,1950,2217,2229,9E,2666,88699E,90,99,71,-12,-3,MEM,GSO,570,7,12,0,,0,,,,,
17724,9,30,2,1728,1730,1832,1835,AA,1636,N464AA,64,65,43,-3,-2,SAT,DFW,247,8,13,0,,0,,,,,
17725,8,7,4,638,630,912,833,AS,220,N315AS,154,123,110,39,8,SEA,SFO,679,13,31,0,,0,8,0,31,0,0
17726,12,29,1,1307,1309,1336,1340,HA,150,N489HA,29,31,20,-4,-2,OGG,KOA,84,4,5,0,,0,,,,,
17727,5,22,4,1516,1440,1631,1608,XE,2414,N14938,75,88,64,23,36,IAH,MAF,429,3,8,0,,0,2,0,0,0,21
17728,5,24,6,1648,1650,1737,1740,B6,233,N652JB,109,110,88,-3,-2,SLC,LGB,589,9,12,0,,0,,,,,
17729,10,8,3,1228,1229,1338,1342,DL,1953,N915DE,70,73,40,-4,-1,LGA,DCA,214,8,22,0,,0,,,,,
17730,11,25,2,1001,945,1207,1200,AA,1185,N568AA,246,255,222,7,16,DFW,PDX,1616,6,18,0,,0,,,,,
17731,7,31,4,1252,1250,1540,1529,XE,3004,N29906,168,159,153,11,2,IAH,MKE,984,4,11,0,,0,,,,,
17732,4,12,6,1705,1710,1924,1931,EV,4303,N925EV,79,81,56,-7,-5,MEM,ATL,332,9,14,0,,0,,,,,
17733,12,10,3,1630,1630,1803,1749,9E,2269,89059E,93,79,73,14,0,GPT,MEM,324,6,14,0,,0,,,,,
17734,10,2,4,752,747,953,915,OO,6400,N944SW,121,88,80,38,5,EUG,SFO,451,4,37,0,,0,0,0,38,0,0
17735,4,17,4,1151,1200,1325,1335,MQ,4837,N802AE,154,155,126,-10,-9,LGA,MSN,812,7,21,0,,0,,,,,
17736,5,9,5,625,631,919,931,UA,634,N833UA,114,120,95,-12,-6,ORD,EWR,719,8,11,0,,0,,,,,
17737,8,6,3,1134,1140,1224,1235,MQ,4212,N672AE,50,55,33,-11,-6,ORD,CID,196,8,9,0,,0,,,,,
17738,5,25,7,1243,1245,1508,1515,AA,775,N617AA,145,150,131,-7,-2,MIA,STT,1107,4,10,0,,0,,,,,
17739,7,27,7,929,930,1018,1025,FL,540,N166AT,229,235,207,-7,-1,ATL,PHX,1587,7,15,0,,0,,,,,
17740,6,29,7,916,920,1102,1115,9E,5744,88379E,106,115,87,-13,-4,MEM,AUS,559,5,14,0,,0,,,,,
17741,9,16,2,1914,1920,2231,2256,DL,689,N990DL,197,216,161,-25,-6,JFK,MIA,1090,7,29,0,,0,,,,,
17742,1,20,7,1151,1150,1703,1710,AA,1268,N560AA,192,200,163,-7,1,SMF,DFW,1431,9,20,0,,0,,,,,
17743,7,14,1,1600,1555,1940,1908,B6,91,N520JB,400,373,335,32,5,JFK,OAK,2576,5,60,0,,0,0,0,32,0,0
17744,8,22,5,1005,1015,1017,1025,MQ,4076,N614AE,72,70,46,-8,-10,CVG,ORD,264,7,19,0,,0,,,,,
17745,12,22,1,1438,1436,1615,1613,US,907,N172US,97,97,79,2,2,CLT,TPA,508,4,14,0,,0,,,,,
17746,7,11,5,907,900,1011,1010,CO,669,N14230,244,250,224,1,7,CLE,PHX,1737,10,10,0,,0,,,,,
17747,9,5,5,1241,1245,1413,1425,WN,193,N687SW,92,100,78,-12,-4,BWI,SDF,495,6,8,0,,0,,,,,
17748,12,1,1,654,700,804,817,US,308,N625AW,70,77,41,-13,-6,ATL,CLT,227,15,14,0,,0,,,,,
17749,8,5,2,1857,1854,2032,2034,DL,1693,N991DL,95,100,75,-2,3,IND,ATL,432,9,11,0,,0,,,,,
17750,12,17,3,729,730,845,850,WN,349,N335SW,136,140,111,-5,-1,AUS,DEN,775,7,18,0,,0,,,,,
17751,5,17,6,1221,1230,1337,1336,9E,4736,84929E,136,126,106,1,-9,CVG,MSP,596,16,14,0,,0,,,,,
17752,12,27,6,2225,2230,131,147,YV,2746,N917FJ,126,137,109,-16,-5,PHX,DFW,868,6,11,0,,0,,,,,
17753,7,11,5,2127,2130,2304,2315,AA,436,N223AA,97,105,81,-11,-3,DFW,BNA,631,5,11,0,,0,,,,,
17754,10,5,7,1141,925,1243,1030,MQ,3991,N680MQ,122,125,106,133,136,BWI,ORD,622,7,9,0,,0,4,0,0,0,129
17755,2,20,3,734,730,1050,1041,CO,211,N67058,256,251,224,9,4,EWR,IAH,1400,10,22,0,,0,,,,,
17756,5,10,6,1818,1820,2005,2035,WN,3169,N283WN,107,135,97,-30,-2,OAK,TUS,747,3,7,0,,0,,,,,
17757,5,13,2,1019,1020,1127,1135,WN,2504,N772SW,68,75,49,-8,-1,SJC,LAX,308,11,8,0,,0,,,,,
17758,3,12,3,959,1002,1143,1155,EV,4843,N839AS,104,113,85,-12,-3,ATL,SBN,566,3,16,0,,0,,,,,
17759,7,23,3,704,710,952,1005,DL,1115,N378DA,288,295,262,-13,-6,FLL,SLC,2083,6,20,0,,0,,,,,
